work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2021,Statistician,Data Science,Entry-Level,Full-Time,Hybrid,United Kingdom,Large,183488
2022,Data Engineer,Analysis,Executive,Contract,Hybrid,United Kingdom,Medium,86558
2021,Data Analyst,Analysis,Executive,Part-Time,Hybrid,Germany,Medium,198559
2022,Machine Learning Engineer,Analysis,Senior,Part-Time,In-person,Japan,Small,136052
2020,Data Scientist,Analysis,Mid-Level,Contract,Remote,Japan,Large,123079
2021,Data Engineer,Engineering,Senior,Part-Time,In-person,India,Medium,126816
2020,Data Scientist,Analysis,Mid-Level,Freelance,Remote,Germany,Small,163942
2022,Statistician,ML/AI,Mid-Level,Freelance,In-person,United Kingdom,Large,157942
2022,Machine Learning Engineer,Data Science,Executive,Contract,Hybrid,Mexico,Large,165830
2022,Data Scientist,Analysis,Entry-Level,Part-Time,Hybrid,Japan,Medium,141342
2020,Data Analyst,Data Science,Senior,Freelance,Hybrid,Japan,Small,199808
2020,Machine Learning Engineer,ML/AI,Senior,Contract,In-person,United States,Small,95138
2020,Data Analyst,ML/AI,Executive,Freelance,In-person,United Kingdom,Small,80250
2020,Data Scientist,Data Science,Executive,Contract,Remote,United States,Small,147857
2022,Machine Learning Engineer,Analysis,Senior,Full-Time,In-person,Germany,Large,145070
2022,Data Analyst,Analysis,Senior,Full-Time,Remote,Japan,Medium,70558
2021,Statistician,ML/AI,Entry-Level,Contract,In-person,Germany,Medium,83092
2021,Statistician,Analysis,Executive,Full-Time,Hybrid,China,Small,105121
2020,Data Scientist,ML/AI,Entry-Level,Full-Time,In-person,United States,Small,152140
2022,Machine Learning Engineer,ML/AI,Senior,Part-Time,Hybrid,United Kingdom,Small,160877
2022,Data Engineer,ML/AI,Executive,Full-Time,In-person,Japan,Medium,85604
2022,Machine Learning Engineer,Engineering,Entry-Level,Part-Time,Remote,China,Large,67039
2021,Statistician,Analysis,Mid-Level,Full-Time,In-person,China,Large,99859
2021,Data Analyst,Analysis,Mid-Level,Full-Time,Hybrid,United Kingdom,Small,122506
2022,Data Engineer,Analysis,Mid-Level,Freelance,In-person,Germany,Large,130342
2022,Data Scientist,Data Science,Executive,Contract,Remote,China,Large,35461
2022,Data Engineer,Analysis,Entry-Level,Full-Time,Remote,India,Medium,70831
2021,Data Scientist,Data Science,Mid-Level,Contract,Remote,United Kingdom,Small,81137
2022,Data Engineer,Data Science,Senior,Contract,Remote,China,Large,64030
2022,Data Scientist,ML/AI,Mid-Level,Freelance,In-person,United Kingdom,Small,166803
2020,Data Scientist,Data Science,Executive,Contract,Remote,United Kingdom,Large,51500
2020,Data Engineer,Data Science,Executive,Contract,In-person,Japan,Large,63117
2021,Data Engineer,Engineering,Entry-Level,Full-Time,In-person,Germany,Medium,124138
2022,Data Scientist,Analysis,Executive,Freelance,In-person,Germany,Large,192246
2022,Statistician,Data Science,Entry-Level,Contract,Remote,Japan,Medium,63208
2020,Data Engineer,Analysis,Entry-Level,Full-Time,Remote,United Kingdom,Large,114728
2021,Machine Learning Engineer,Data Science,Senior,Freelance,In-person,United Kingdom,Small,114482
2020,Data Analyst,ML/AI,Mid-Level,Full-Time,In-person,India,Medium,55960
2020,Data Scientist,Engineering,Mid-Level,Freelance,In-person,China,Medium,171319
2020,Data Scientist,Data Science,Entry-Level,Freelance,Hybrid,United Kingdom,Small,126342
2020,Data Analyst,Analysis,Mid-Level,Part-Time,Hybrid,China,Large,137918
2022,Statistician,ML/AI,Senior,Part-Time,Remote,United States,Medium,144761
2022,Data Analyst,Analysis,Entry-Level,Part-Time,Hybrid,China,Large,56038
2020,Data Engineer,ML/AI,Mid-Level,Contract,In-person,United Kingdom,Large,188842
2021,Data Analyst,Engineering,Mid-Level,Full-Time,In-person,India,Large,152232
2021,Data Scientist,ML/AI,Executive,Freelance,Remote,United States,Small,102485
2021,Data Analyst,Analysis,Mid-Level,Full-Time,Remote,India,Large,87773
2021,Machine Learning Engineer,Analysis,Mid-Level,Contract,Hybrid,China,Small,113391
2020,Data Engineer,Data Science,Executive,Part-Time,In-person,India,Medium,82633
2022,Data Analyst,ML/AI,Entry-Level,Part-Time,Remote,China,Large,152226
2021,Data Scientist,Analysis,Entry-Level,Full-Time,Remote,Germany,Medium,180636
2020,Data Engineer,Data Science,Senior,Full-Time,Hybrid,China,Large,179186
2021,Data Scientist,Engineering,Executive,Freelance,Remote,Japan,Medium,62803
2021,Statistician,Analysis,Entry-Level,Full-Time,Hybrid,India,Small,145708
2020,Machine Learning Engineer,Data Science,Mid-Level,Freelance,In-person,United Kingdom,Medium,159997
2022,Statistician,Analysis,Mid-Level,Freelance,Hybrid,Germany,Medium,133838
2022,Machine Learning Engineer,ML/AI,Mid-Level,Part-Time,Remote,Mexico,Large,53545
2020,Data Analyst,Data Science,Senior,Full-Time,Hybrid,United States,Large,92759
2022,Data Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,China,Large,136313
2020,Data Analyst,Engineering,Executive,Freelance,In-person,Japan,Large,106488
2020,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,Germany,Small,147805
2020,Machine Learning Engineer,Data Science,Executive,Part-Time,Remote,India,Medium,83866
2022,Machine Learning Engineer,Analysis,Executive,Freelance,Remote,Mexico,Medium,157145
2020,Data Scientist,Data Science,Entry-Level,Contract,In-person,Mexico,Small,100499
2021,Data Engineer,ML/AI,Mid-Level,Contract,In-person,Germany,Medium,108243
2022,Data Analyst,ML/AI,Mid-Level,Full-Time,In-person,United Kingdom,Large,150779
2022,Data Analyst,Analysis,Executive,Part-Time,Remote,United Kingdom,Large,173932
2022,Statistician,Engineering,Mid-Level,Full-Time,Hybrid,United Kingdom,Large,112946
2022,Machine Learning Engineer,Data Science,Senior,Part-Time,Remote,Japan,Medium,148353
2021,Machine Learning Engineer,Analysis,Senior,Full-Time,Remote,Mexico,Small,47670
2022,Machine Learning Engineer,Analysis,Executive,Full-Time,In-person,Germany,Small,114766
2022,Data Analyst,Analysis,Mid-Level,Freelance,In-person,Germany,Medium,119694
2020,Statistician,Data Science,Executive,Contract,Hybrid,Mexico,Large,196133
2022,Data Scientist,Data Science,Senior,Contract,Hybrid,India,Small,80764
2021,Data Engineer,Data Science,Senior,Contract,Hybrid,United States,Large,145164
2021,Data Scientist,Engineering,Senior,Freelance,Hybrid,United Kingdom,Medium,53810
2021,Data Analyst,Analysis,Entry-Level,Contract,Remote,United States,Small,139660
2021,Machine Learning Engineer,ML/AI,Entry-Level,Freelance,Hybrid,Mexico,Large,120894
2022,Data Engineer,ML/AI,Mid-Level,Part-Time,Remote,Mexico,Large,45933
2022,Data Analyst,Analysis,Entry-Level,Freelance,Remote,United States,Large,191106
2021,Data Analyst,ML/AI,Senior,Full-Time,Hybrid,United Kingdom,Small,31947
2021,Data Analyst,Engineering,Mid-Level,Full-Time,Hybrid,United Kingdom,Medium,49715
2022,Data Engineer,Engineering,Senior,Part-Time,Remote,India,Medium,60956
2021,Data Engineer,Data Science,Mid-Level,Part-Time,In-person,Japan,Large,110846
2020,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,United Kingdom,Large,46303
2021,Statistician,Data Science,Mid-Level,Contract,In-person,United States,Small,143318
2021,Data Scientist,Data Science,Senior,Contract,Remote,Mexico,Small,54031
2020,Data Engineer,Data Science,Entry-Level,Contract,In-person,India,Medium,124786
2020,Data Engineer,ML/AI,Senior,Part-Time,Remote,Germany,Small,117389
2022,Data Engineer,Engineering,Mid-Level,Full-Time,In-person,Mexico,Small,179049
2022,Statistician,Data Science,Executive,Freelance,In-person,India,Large,72707
2020,Data Analyst,Engineering,Entry-Level,Part-Time,In-person,United Kingdom,Small,175537
2020,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,Remote,Mexico,Small,105761
2022,Statistician,Engineering,Mid-Level,Contract,Remote,China,Small,177712
2021,Data Engineer,Engineering,Executive,Contract,Remote,United Kingdom,Large,61535
2020,Statistician,Analysis,Senior,Contract,Hybrid,Japan,Small,32991
2022,Data Scientist,Analysis,Mid-Level,Full-Time,Remote,India,Small,178873
2021,Data Engineer,Data Science,Executive,Contract,Hybrid,United Kingdom,Large,119680
2020,Data Scientist,Engineering,Executive,Full-Time,Remote,United States,Medium,37965
2021,Data Engineer,Engineering,Executive,Part-Time,Hybrid,United States,Large,174802
2022,Statistician,Analysis,Executive,Freelance,In-person,India,Large,59553
2020,Data Analyst,Analysis,Executive,Contract,In-person,Mexico,Small,148802
2021,Machine Learning Engineer,Engineering,Executive,Part-Time,Remote,Japan,Small,38301
2020,Data Scientist,Analysis,Executive,Part-Time,Hybrid,China,Medium,48936
2021,Statistician,Analysis,Executive,Full-Time,In-person,India,Large,175227
2022,Data Analyst,ML/AI,Executive,Part-Time,In-person,Japan,Medium,157978
2022,Statistician,Engineering,Mid-Level,Full-Time,Hybrid,United States,Medium,157230
2020,Data Scientist,Analysis,Entry-Level,Full-Time,Remote,United Kingdom,Large,78848
2021,Machine Learning Engineer,Engineering,Senior,Part-Time,In-person,Germany,Medium,32042
2020,Statistician,Analysis,Entry-Level,Full-Time,Remote,United Kingdom,Small,179637
2020,Data Engineer,ML/AI,Senior,Full-Time,Remote,United States,Large,67260
2021,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,China,Large,66326
2021,Statistician,Data Science,Executive,Part-Time,Hybrid,Mexico,Large,72581
2021,Data Analyst,ML/AI,Executive,Freelance,In-person,United States,Small,164730
2022,Data Engineer,Analysis,Entry-Level,Full-Time,Hybrid,United Kingdom,Small,111855
2020,Machine Learning Engineer,Engineering,Entry-Level,Contract,In-person,United Kingdom,Medium,114614
2020,Machine Learning Engineer,Analysis,Senior,Part-Time,In-person,China,Medium,132188
2022,Data Engineer,Engineering,Senior,Part-Time,In-person,China,Medium,198620
2021,Data Analyst,Engineering,Mid-Level,Full-Time,Remote,United States,Medium,180740
2022,Statistician,Analysis,Executive,Part-Time,Remote,United Kingdom,Medium,183618
2022,Data Engineer,ML/AI,Executive,Contract,Hybrid,Mexico,Medium,67874
2022,Data Scientist,Data Science,Mid-Level,Freelance,Hybrid,Germany,Large,81318
2020,Data Analyst,ML/AI,Senior,Part-Time,In-person,Germany,Large,67165
2022,Machine Learning Engineer,ML/AI,Executive,Part-Time,In-person,India,Large,86820
2020,Data Engineer,Analysis,Senior,Part-Time,Remote,Germany,Large,75411
2020,Machine Learning Engineer,ML/AI,Executive,Full-Time,Remote,United States,Large,115312
2020,Data Analyst,ML/AI,Entry-Level,Contract,In-person,United States,Large,66479
2021,Machine Learning Engineer,Data Science,Entry-Level,Freelance,In-person,India,Medium,150567
2020,Data Engineer,ML/AI,Executive,Contract,Hybrid,Mexico,Large,129890
2020,Data Analyst,Data Science,Executive,Contract,In-person,Japan,Small,69906
2021,Data Scientist,Analysis,Executive,Part-Time,In-person,Mexico,Large,159523
2020,Data Engineer,Data Science,Mid-Level,Freelance,In-person,India,Small,103198
2022,Statistician,Engineering,Executive,Contract,Remote,Japan,Small,102940
2022,Data Engineer,Engineering,Entry-Level,Freelance,Remote,Japan,Medium,39542
2020,Data Analyst,Data Science,Mid-Level,Full-Time,Hybrid,United Kingdom,Medium,57774
2021,Data Engineer,Engineering,Entry-Level,Part-Time,Hybrid,China,Medium,169628
2022,Data Scientist,Analysis,Executive,Full-Time,Hybrid,Germany,Small,108342
2021,Data Scientist,Data Science,Entry-Level,Freelance,In-person,Mexico,Large,147887
2021,Statistician,Data Science,Entry-Level,Part-Time,In-person,Japan,Small,156081
2022,Machine Learning Engineer,Analysis,Mid-Level,Full-Time,Remote,United Kingdom,Medium,44864
2021,Data Analyst,Engineering,Senior,Part-Time,In-person,India,Medium,125552
2022,Data Analyst,Analysis,Mid-Level,Full-Time,In-person,India,Medium,88989
2021,Machine Learning Engineer,Data Science,Entry-Level,Contract,Remote,Mexico,Medium,86093
2022,Data Scientist,Engineering,Mid-Level,Part-Time,Hybrid,Mexico,Large,63749
2020,Data Scientist,Data Science,Executive,Freelance,In-person,Japan,Small,89739
2022,Data Engineer,Analysis,Mid-Level,Part-Time,Remote,Mexico,Large,47305
2022,Statistician,Engineering,Executive,Freelance,Remote,United Kingdom,Small,107474
2022,Statistician,Analysis,Mid-Level,Full-Time,Hybrid,United States,Large,46318
2022,Statistician,Analysis,Entry-Level,Full-Time,Remote,Mexico,Large,82810
2021,Data Engineer,Data Science,Mid-Level,Freelance,Hybrid,China,Large,156662
2020,Statistician,Data Science,Executive,Full-Time,Hybrid,China,Medium,151752
2022,Machine Learning Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Germany,Medium,198892
2021,Data Engineer,Data Science,Mid-Level,Full-Time,Hybrid,Japan,Medium,91800
2020,Machine Learning Engineer,Data Science,Entry-Level,Freelance,Hybrid,United States,Medium,100942
2020,Data Engineer,Data Science,Executive,Freelance,Remote,Germany,Medium,50661
2020,Statistician,Engineering,Senior,Contract,In-person,United States,Large,113394
2020,Machine Learning Engineer,Data Science,Executive,Freelance,Hybrid,China,Large,60816
2022,Machine Learning Engineer,ML/AI,Executive,Full-Time,Hybrid,United Kingdom,Large,42850
2022,Machine Learning Engineer,Engineering,Entry-Level,Freelance,In-person,Mexico,Medium,187716
2021,Data Engineer,Analysis,Entry-Level,Full-Time,In-person,Japan,Large,82919
2021,Data Analyst,Analysis,Executive,Full-Time,Hybrid,United States,Medium,57428
2021,Statistician,Data Science,Senior,Contract,In-person,United States,Medium,135023
2020,Machine Learning Engineer,Analysis,Senior,Full-Time,Hybrid,United States,Small,144160
2020,Data Analyst,Analysis,Senior,Freelance,Remote,China,Small,136898
2022,Statistician,Analysis,Executive,Freelance,In-person,Japan,Large,194452
2020,Statistician,ML/AI,Senior,Freelance,In-person,United Kingdom,Small,102822
2020,Machine Learning Engineer,ML/AI,Senior,Full-Time,Remote,United Kingdom,Medium,105604
2020,Machine Learning Engineer,ML/AI,Senior,Freelance,In-person,United States,Large,164089
2021,Data Engineer,ML/AI,Mid-Level,Part-Time,Remote,United Kingdom,Large,39926
2021,Data Analyst,Engineering,Mid-Level,Part-Time,Hybrid,Germany,Large,74508
2022,Data Analyst,Data Science,Senior,Freelance,In-person,United Kingdom,Medium,184558
2020,Machine Learning Engineer,Analysis,Executive,Full-Time,In-person,United States,Medium,155799
2020,Statistician,Data Science,Entry-Level,Freelance,Remote,Germany,Small,125933
2022,Machine Learning Engineer,Analysis,Executive,Part-Time,Hybrid,Japan,Large,190583
2020,Statistician,Data Science,Executive,Full-Time,Hybrid,India,Small,155030
2020,Statistician,Engineering,Senior,Freelance,Remote,China,Small,144541
2021,Machine Learning Engineer,ML/AI,Mid-Level,Full-Time,In-person,United Kingdom,Medium,40002
2022,Data Scientist,Data Science,Mid-Level,Freelance,In-person,Mexico,Large,78586
2022,Data Analyst,Analysis,Entry-Level,Contract,Remote,Germany,Small,98737
2022,Statistician,Data Science,Senior,Full-Time,Remote,India,Large,159157
2022,Statistician,Engineering,Mid-Level,Part-Time,Remote,Japan,Medium,57048
2021,Data Scientist,Engineering,Senior,Part-Time,In-person,India,Medium,157912
2021,Data Engineer,Data Science,Senior,Part-Time,Remote,Japan,Small,109517
2020,Data Scientist,ML/AI,Entry-Level,Part-Time,Hybrid,United States,Small,175597
2020,Data Scientist,Analysis,Senior,Freelance,Remote,United States,Large,151443
2020,Statistician,Engineering,Senior,Freelance,Hybrid,China,Medium,82634
2020,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,China,Medium,91491
2021,Data Scientist,Data Science,Mid-Level,Contract,Remote,Japan,Small,152416
2022,Data Engineer,Engineering,Executive,Contract,Hybrid,India,Small,35565
2021,Machine Learning Engineer,Engineering,Senior,Full-Time,In-person,China,Large,110483
2020,Data Scientist,Analysis,Entry-Level,Part-Time,Remote,United Kingdom,Medium,136234
2021,Data Scientist,ML/AI,Mid-Level,Contract,In-person,India,Large,102053
2022,Data Engineer,Analysis,Senior,Contract,In-person,China,Large,44287
2022,Data Analyst,ML/AI,Executive,Full-Time,Hybrid,India,Small,107365
2021,Data Scientist,Data Science,Senior,Part-Time,In-person,Mexico,Small,163494
2021,Data Scientist,Data Science,Entry-Level,Freelance,In-person,United Kingdom,Large,59060
2021,Data Analyst,Engineering,Senior,Freelance,Remote,India,Large,71633
2020,Data Engineer,Engineering,Entry-Level,Contract,Remote,India,Small,135251
2021,Data Scientist,Data Science,Executive,Freelance,In-person,Germany,Medium,43790
2021,Data Analyst,Engineering,Executive,Full-Time,Hybrid,Japan,Medium,161059
2021,Data Scientist,Engineering,Entry-Level,Contract,Hybrid,United States,Medium,186240
2022,Machine Learning Engineer,Engineering,Senior,Contract,Remote,China,Medium,185091
2022,Statistician,Analysis,Entry-Level,Part-Time,Remote,Mexico,Small,33668
2020,Machine Learning Engineer,Data Science,Mid-Level,Freelance,Remote,China,Small,106280
2020,Data Scientist,Data Science,Entry-Level,Part-Time,Hybrid,China,Small,58754
2022,Data Engineer,Engineering,Executive,Contract,Remote,Japan,Small,115058
2022,Statistician,ML/AI,Senior,Freelance,In-person,India,Large,34509
2022,Machine Learning Engineer,Data Science,Senior,Part-Time,Hybrid,United Kingdom,Small,163572
2021,Data Analyst,Analysis,Executive,Freelance,In-person,United Kingdom,Small,148981
2021,Data Engineer,ML/AI,Executive,Contract,Remote,United States,Medium,105440
2022,Machine Learning Engineer,ML/AI,Mid-Level,Contract,Hybrid,United States,Large,56921
2021,Data Analyst,ML/AI,Executive,Contract,Remote,United States,Small,84551
2021,Data Scientist,ML/AI,Executive,Full-Time,Hybrid,United Kingdom,Large,46683
2020,Data Analyst,Data Science,Executive,Part-Time,Remote,India,Large,107952
2022,Machine Learning Engineer,Engineering,Senior,Part-Time,Hybrid,United States,Large,44833
2022,Machine Learning Engineer,ML/AI,Executive,Contract,Hybrid,United States,Large,48290
2021,Data Scientist,Analysis,Entry-Level,Part-Time,Hybrid,Mexico,Medium,44003
2022,Data Analyst,Analysis,Entry-Level,Contract,In-person,United Kingdom,Medium,153086
2020,Data Analyst,Engineering,Senior,Part-Time,Remote,China,Large,101656
2020,Data Scientist,Data Science,Mid-Level,Freelance,Remote,India,Large,71253
